,text,time,location,source,like_count,quote_count,reply_count,retweet_count,lang,split_text
705,need get user post tweet per hour across hour span,2022-05-10,"Idaho, USA",Twitter for Android,0,0,0,0,en,need get user post tweet per hour across hour span
706,go listen music,2022-05-10,"Manchester, England",Twitter for iPhone,0,0,0,0,en,go listen music
708,one token wait reveal rest sure,2022-05-10,"Manchester, England",Twitter for iPhone,0,0,0,0,en,one token wait reveal rest sure
709,see sit chair,2022-05-10,upstate NY,Twitter for iPhone,0,0,0,0,en,see sit chair
710,good set up help play perfect today,2022-05-10,Everywhere,SeleneAlgoConnection,1,0,0,0,en,good set up help play perfect today
711,doge,2022-05-11,USA,Twitter Web App,0,0,1,0,en,doge
712,seal hand made organ soap watermelon goat milk alo vera vitamin miner flower rich,2022-05-11,USA,Twitter Web App,0,0,1,0,en,seal hand made organ soap watermelon goat milk alo vera vitamin miner flower rich
713,hello game launch product tri content reach lar,2022-05-11,"Amsterdam, Nederland",Twitter for Android,0,0,0,0,en,hello game launch product tri content reach lar
714,bird stock tag obvious differ thing w,2022-05-11,,Gambiste,0,0,0,0,en,bird stock tag obvious differ thing w
715,scroll got term new help understand,2022-05-11,"North Carolina, USA",Twitter Web App,0,0,0,0,en,scroll got term new help understand
716,hello game launch product tri content reach,2022-05-11,TronVerse,Twitter Web App,1,0,0,1,en,hello game launch product tri content reach
717,see head toward option leadership probabl smart short,2022-05-11,,Twitter for iPhone,0,0,0,0,en,see head toward option leadership probabl smart short
718,bird stock tag obvious differ thin,2022-05-11,,Twitter for iPhone,0,0,0,1,en,bird stock tag obvious differ thin
719,think buy product make better not name break like,2022-05-11,"Texas, USA",Twitter for iPhone,0,0,0,0,en,think buy product make better not name break like
720,check matrix plant base gold g,2022-05-11,USA,Twitter Web App,2,0,0,0,en,check matrix plant base gold g
721,ban spit fact twitter new discuss board freedom speech,2022-05-11,"Jupiter, FL",Twitter for iPhone,0,0,0,0,en,ban spit fact twitter new discuss board freedom speech
722,prevent prevent option argument year,2022-05-11,,Twitter Web App,0,0,1,0,en,prevent prevent option argument year
723,protect trump twit,2022-05-11,"California, USA",Twitter for iPhone,0,0,0,0,en,protect trump twit
724,new term great,2022-05-11,,Twitter for iPhone,0,0,0,0,en,new term great
725,give obvious broke anyway tell buy,2022-05-11,"Manchester, England",Twitter for iPhone,0,0,0,0,en,give obvious broke anyway tell buy
726,pin price day got inbound market maker,2022-05-11,"White Plains, NY",Twitter for iPhone,0,0,0,0,en,pin price day got inbound market maker
728,pin price day got inbound market maker,2022-05-11,$AMC ,Twitter for iPhone,5,0,0,1,en,pin price day got inbound market maker
729,,2022-05-11,,Twitter for Android,0,0,0,0,en,
731,need boost stock,2022-05-11,,Twitter for iPhone,0,0,0,0,en,need boost stock
732,still bullish,2022-05-11,"Fort Myers, FL",Twitter for Android,1,0,2,0,en,still bullish
733,wait bail happen time,2022-05-11,$AMC ,Twitter for iPhone,2,0,1,0,en,wait bail happen time
735,limit time offer get free stock open fund account get,2022-05-11,,Twitter for Android,0,0,0,0,en,limit time offer get free stock open fund account get
736,hell back social,2022-05-11,,Twitter Web App,0,0,1,0,en,hell back social
737,revel contradict,2022-05-11,"Knoxville, TN",Twitter for iPhone,0,0,0,0,en,revel contradict
740,check rare new wrap hill hotel play card game v,2022-05-11,USA,Twitter Web App,1,0,1,0,en,check rare new wrap hill hotel play card game v
741,hand made artisan soap oil alo vera shea butter lemon flower via,2022-05-11,USA,Twitter Web App,0,1,1,0,en,hand made artisan soap oil alo vera shea butter lemon flower via
742,may know pull factor long,2022-05-11,,Twitter for iPhone,1,0,0,0,en,may know pull factor long
743,note may make ask weapon well media,2022-05-11,"Rome, Lazio",Twitter Web App,0,0,0,0,en,note may make ask weapon well media
744,week watch,2022-05-11,,Wall Street Mooners,0,0,0,0,en,week watch
746,perfect mother day python doge,2022-05-11,,Twitter Web App,0,1,0,0,en,perfect mother day python doge
751,downtrend price attempt return,2022-05-11,UK Unated Kingdom,Twitter Web App,0,0,0,0,en,downtrend price attempt return
754,doge food,2022-05-11,USA,Twitter Web App,0,0,0,0,en,doge food
755,trend time whip writer pic,2022-05-11,En mi jaus,Echofon,0,0,0,0,en,trend time whip writer pic
757,check cast iron foot trivet woman ach talk dumb,2022-05-11,USA,Twitter Web App,1,1,0,0,en,check cast iron foot trivet woman ach talk dumb
758,turd u want give access head,2022-05-11,USA,Twitter Web App,0,0,0,0,en,turd u want give access head
759,via triumph doge,2022-05-11,USA,Twitter Web App,0,0,1,0,en,via triumph doge
760,read buy let back trump join,2022-05-11,USA,Twitter Web App,1,0,2,0,en,read buy let back trump join
761,destroy russia destroy us bring ass wipe trump back,2022-05-11,USA,Twitter Web App,2,1,1,0,en,destroy russia destroy us bring ass wipe trump back
762,turd u want back stock go,2022-05-11,USA,Twitter Web App,1,0,0,0,en,turd u want back stock go
763,check color condition gallon liter color,2022-05-11,USA,Twitter Web App,3,0,1,0,en,check color condition gallon liter color
764,trend time whip writer pic,2022-05-11,USA,Twitter Web App,10,1,2,1,en,trend time whip writer pic
767,fire doge,2022-05-11,USA,Twitter Web App,1,1,0,0,en,fire doge
768,new target doge,2022-05-11,USA,Twitter Web App,2,0,0,0,en,new target doge
769,whole interview trump look anyway trump come back,2022-05-11,"Manchester, England",Twitter for iPhone,0,0,0,0,en,whole interview trump look anyway trump come back
770,doge,2022-05-11,USA,Twitter Web App,1,0,0,0,en,doge
772,moral wrong tri prevent speak regardless reason,2022-05-11,"Manchester, England",Twitter for iPhone,0,0,0,0,en,moral wrong tri prevent speak regardless reason
774,whale soap whale doge,2022-05-11,USA,Twitter Web App,1,0,2,0,en,whale soap whale doge
775,doge,2022-05-11,USA,Twitter Web App,4,0,1,0,en,doge
776,play due via,2022-05-12,upstate NY,Twitter for iPhone,0,0,0,0,en,play due via
778,market cap billion price concern pull stock,2022-05-12,,Datamine #1,0,0,0,0,en,market cap billion price concern pull stock
784,hand made organ soap watermelon goat milk alo vera vitamin miner flower,2022-05-12,USA,Twitter Web App,0,1,1,0,en,hand made organ soap watermelon goat milk alo vera vitamin miner flower
785,feel shock concern market cap musk price,2022-05-12,,Twitter for iPhone,0,0,0,0,en,feel shock concern market cap musk price
786,hand made organ soap watermelon goat milk alo vera vitamin miner flower rich,2022-05-12,Moon ,Twitter for Android,0,0,0,0,en,hand made organ soap watermelon goat milk alo vera vitamin miner flower rich
787,hand made organ soap watermelon goat milk alo vera vitamin miner flower,2022-05-12,USA,Twitter Web App,1,0,1,1,en,hand made organ soap watermelon goat milk alo vera vitamin miner flower
788,feel shock concern market cap musk price,2022-05-12,"Rent Free, Your Head",Twitter for iPhone,9,1,0,7,en,feel shock concern market cap musk price
789,,2022-05-12,"California, USA",Twitter for iPhone,0,0,0,0,en,
792,koala hand made organ soap watermelon goat milk alo vera vitamin miner flower rich,2022-05-12,USA,Twitter Web App,0,0,1,0,en,koala hand made organ soap watermelon goat milk alo vera vitamin miner flower rich
793,koala hand made organ soap watermelon goat milk alo vera vitamin miner flower rich,2022-05-12,USA,Twitter Web App,0,0,0,0,en,koala hand made organ soap watermelon goat milk alo vera vitamin miner flower rich
794,market,2022-05-12,"Kolkata, India",Twitter for iPhone,6,1,3,0,en,market
795,start trade floor w,2022-05-12,,Twitter Web App,4,0,1,0,en,start trade floor w
796,dump buy could make look like,2022-05-12,,Twitter for iPhone,0,0,0,0,en,dump buy could make look like
798,market cap billion price concern pull,2022-05-12,,Twitter for iPhone,1,0,0,1,en,market cap billion price concern pull
800,pay stock share give,2022-05-12,Bay Area,Twitter Web App,1,0,0,0,en,pay stock share give
802,correct defraud world,2022-05-12,$AMC ,Twitter for iPhone,1,0,0,0,en,correct defraud world
803,bit silent folk went guess not one gone shat,2022-05-12,,Twitter for iPhone,0,0,0,0,en,bit silent folk went guess not one gone shat
805,recap option lotto yesterday option,2022-05-12,Plans $0.84 a day :)  👉,StockTwits Web,0,1,0,0,en,recap option lotto yesterday option
806,bit silent folk went guess not one gone,2022-05-12,$AMC ,Twitter for iPhone,6,0,0,1,en,bit silent folk went guess not one gone
812,think market crash tri control cost,2022-05-12,,Twitter Web App,0,0,0,0,en,think market crash tri control cost
813,bid,2022-05-12,"New York, NY",proactive_NA,0,0,0,0,en,bid
816,limit time offer get free stock open fund account get,2022-05-12,,Twitter for Android,0,0,0,0,en,limit time offer get free stock open fund account get
817,play,2022-05-12,$AMC ,Twitter for iPhone,2,0,0,0,en,play
818,hey ken griffin say say,2022-05-12,$AMC ,Twitter for iPhone,2,0,0,0,en,hey ken griffin say say
819,short target get like said week ago check,2022-05-12,,Twitter Web App,0,0,0,0,en,short target get like said week ago check
820,enter put strike limit buy exit limit sa,2022-05-12,"New York, NY",Zapier.com,0,0,0,0,en,enter put strike limit buy exit limit sa
821,fall concern musk sec mu late stake,2022-05-12,United Kingdom,Twitter Web App,0,0,0,0,en,fall concern musk sec mu late stake
822,report june knock answer,2022-05-12,upstate NY,Twitter for iPhone,0,0,0,0,en,report june knock answer
823,get close number need margin call block,2022-05-12,"Florida, USA",Twitter for iPhone,0,0,0,0,en,get close number need margin call block
824,get close number need margin call block,2022-05-12,United States,Twitter for iPhone,18,0,3,4,en,get close number need margin call block
826,fun f monstrous matter platform use post,2022-05-12,,Twitter for iPhone,3,0,0,0,en,fun f monstrous matter platform use post
827,see beyond via big,2022-05-12,upstate NY,Twitter for iPhone,0,0,0,0,en,see beyond via big
829,want bring back via,2022-05-12,upstate NY,Twitter for iPhone,0,0,0,0,en,want bring back via
830,fall level phase strong level,2022-05-12,UK Unated Kingdom,Twitter Web App,0,0,0,0,en,fall level phase strong level
834,via farmer market,2022-05-12,USA,Twitter Web App,1,0,1,0,en,via farmer market
837,ask bill gate short work never bet prove wro,2022-05-12,,Twitter for iPhone,0,0,1,0,en,ask bill gate short work never bet prove wro
845,one problem much better rule,2022-05-12,,Twitter for iPhone,14,1,2,2,en,one problem much better rule
851,seem new,2022-05-12,Wy,Twitter for Android,1,0,0,0,en,seem new
854,think eu say whether control content,2022-05-12,,Twitter for iPhone,0,0,0,0,en,think eu say whether control content
855,chart chart,2022-05-12,Korea,Twitter Web App,0,0,0,0,en,chart chart
856,mother day gift doge,2022-05-12,,Twitter Web App,0,0,0,0,en,mother day gift doge
858,untold via watch,2022-05-12,upstate NY,Twitter for iPhone,0,0,0,0,en,untold via watch
861,politician movement global,2022-05-13,💪🏾Melanin Universe🇺🇸,Twitter Web App,0,0,0,0,en,politician movement global
865,contact least bot account bot,2022-05-13,,Twitter Web App,0,0,0,0,en,contact least bot account bot
866,,2022-05-13,"Manhattan, NY",Twitter for iPhone,0,0,0,0,en,
869,view thing certain uncertain except,2022-05-13,,Twitter for iPhone,0,0,0,0,en,view thing certain uncertain except
870,who creat not buy wait k,2022-05-13,Silly.com Valley,Twitter Web App,0,0,0,0,en,who creat not buy wait k
872,stand take,2022-05-13,"New York, NY",Twitter for iPhone,0,0,0,0,en,stand take
874,thought own,2022-05-13,Albuquerque,Twitter for iPhone,0,0,0,0,en,thought own
876,probabl go seen,2022-05-13,,Twitter for Android,3,1,0,0,en,probabl go seen
878,clear doesnt buy,2022-05-13,moon,Twitter for Android,0,0,0,0,en,clear doesnt buy
879,whine never went cut fix even,2022-05-13,New Hampshire,Twitter Web App,0,0,0,0,en,whine never went cut fix even
881,drone chang way war,2022-05-13,,Twitter Web App,0,0,0,0,en,drone chang way war
882,full bot fake account user want,2022-05-13,Wakanda via Zamunda,Twitter for iPhone,0,0,0,0,en,full bot fake account user want
883,guy top lawsuit list allow much,2022-05-13,"Massachusetts, USA",Twitter for iPhone,0,0,0,0,en,guy top lawsuit list allow much
884,must draw exit card deal mani fake account much money make strategi,2022-05-13,München,Twitter Web App,0,0,0,0,en,must draw exit card deal mani fake account much money make strategi
886,guy top lawsuit list allow much,2022-05-13,"Arlington, VA",Twitter Web App,1,0,0,1,en,guy top lawsuit list allow much
889,correct thank,2022-05-13,upstate NY,Twitter for iPhone,0,0,0,0,en,correct thank
890,stock along start,2022-05-13,"Austin, TX",Twitter Web App,0,0,1,0,en,stock along start
894,even deal low hope h,2022-05-13,nyc,Twitter for iPhone,0,0,1,0,en,even deal low hope h
896,mani post say deal go sound like,2022-05-13,,Twitter for iPhone,1,0,0,0,en,mani post say deal go sound like
897,sever suit start,2022-05-13,,Twitter for iPhone,2,0,1,0,en,sever suit start
901,say worthless better snoop dog suggest buy offer buy,2022-05-13,Somewhere Street,Twitter for Android,0,0,0,0,en,say worthless better snoop dog suggest buy offer buy
902,come dont make offer number risk,2022-05-13,Global Citizen ,Twitter for iPhone,0,0,0,0,en,come dont make offer number risk
904,still think still actual interest buy dont wast time troll sur,2022-05-13,"New York, NY",Twitter for Android,5,0,2,0,en,still think still actual interest buy dont wast time troll sur
905,board screw need recut deal fast much lower price one problem,2022-05-13,,Twitter Web App,0,0,0,0,en,board screw need recut deal fast much lower price one problem
906,politician movement global,2022-05-13,🌍 🇺🇸 ✊🏾,Twitter Web App,3,1,0,1,en,politician movement global
907,say worthless better snoop dog suggest buy offer buy,2022-05-13,,Twitter Web App,1,0,0,0,en,say worthless better snoop dog suggest buy offer buy
908,say worthless better snoop dog suggest buy offer,2022-05-13,,Twitter Web App,0,0,0,0,en,say worthless better snoop dog suggest buy offer
909,say worthless better snoop dog suggest buy offer,2022-05-13,,Twitter Web App,1,0,0,1,en,say worthless better snoop dog suggest buy offer
910,via,2022-05-13,DeCenterized Tokyo🗼⇄NY🗽,Twitter for iPhone,0,0,1,0,en,via
912,pull buy billion pay billion termin fee hell wait,2022-05-13,,Twitter Web App,0,0,0,0,en,pull buy billion pay billion termin fee hell wait
914,pull buy billion pay billion termin fee,2022-05-13,"Yosemite, CA",Twitter Web App,3,0,1,2,en,pull buy billion pay billion termin fee
915,walk away stock lower,2022-05-13,New York,Twitter Web App,0,0,0,0,en,walk away stock lower
919,stock morn say deal hold,2022-05-13,Toronto,Twitter Web App,0,0,0,0,en,stock morn say deal hold
921,mover session loser vol fig,2022-05-13,Plans $0.84 a day :)  👉,IFTTT,0,0,0,0,en,mover session loser vol fig
922,shakeout happen morn media,2022-05-13,"White Plains, NY",Twitter for iPhone,0,0,0,0,en,shakeout happen morn media
923,mover session loser vol fig,2022-05-13,,Twitter Web App,1,0,0,0,en,mover session loser vol fig
932,tri buy blame fake bot holder probabl wont,2022-05-13,Metaverse ,Twitter Web App,3,0,1,0,en,tri buy blame fake bot holder probabl wont
933,time low,2022-05-13,,Twitter for Android,0,0,0,0,en,time low
934,send stock seen come repercuss,2022-05-13,...,Twitter for iPhone,0,0,0,0,en,send stock seen come repercuss
935,know,2022-05-13,London ,Twitter Web App,2,0,0,0,en,know
936,there much support tri price market,2022-05-13,"Minneapolis, MN",Twitter for Android,0,0,0,0,en,there much support tri price market
940,share gap today word musk hold read,2022-05-13,"Venice, CA",Twitter Web App,0,0,0,0,en,share gap today word musk hold read
941,pawn real chang fool ken wi,2022-05-13,$AMC ,Twitter for iPhone,1,0,0,0,en,pawn real chang fool ken wi
942,could end world hunger buy,2022-05-13,,Twitter for iPhone,0,0,0,0,en,could end world hunger buy
943,pull buy fake account count,2022-05-13,,Twitter for iPhone,0,0,0,0,en,pull buy fake account count
944,doctor hand made organ soap watermelon goat milk alo vera vitamin miner flower rich,2022-05-13,,Twitter for Android,0,0,0,0,en,doctor hand made organ soap watermelon goat milk alo vera vitamin miner flower rich
945,doctor hand made organ soap watermelon goat milk alo vera vitamin miner flower r,2022-05-13,USA,Twitter Web App,2,2,0,1,en,doctor hand made organ soap watermelon goat milk alo vera vitamin miner flower r
946,mention last hour via,2022-05-13,,topstonks,0,0,0,0,en,mention last hour via
947,oh today rel green board,2022-05-13,Distributed,Twitter for iPhone,0,0,0,0,en,oh today rel green board
948,price steal,2022-05-13,,Twitter for iPhone,0,0,0,0,en,price steal
949,still think buy dont buy stock right,2022-05-13,Then: Delhi; Now: Bangalore,Twitter for iPad,0,0,0,0,en,still think buy dont buy stock right
950,still think buy dont buy stock,2022-05-13,"New York, NY",Twitter for Android,20,0,1,2,en,still think buy dont buy stock
952,,2022-05-13,,Twitter for iPhone,0,0,0,0,en,
955,predict rise fall hell find way back without p,2022-05-13,"Mumbai, India",Twitter for Android,0,0,0,0,en,predict rise fall hell find way back without p
957,wonder much find number get deal without pay pen,2022-05-13,,Twitter for iPhone,1,0,0,0,en,wonder much find number get deal without pay pen
966,follow statement plan billion hold aft,2022-05-14,Canada,TweetDeck,1,0,1,0,en,follow statement plan billion hold aft
967,learn fake,2022-05-14,,Twitter for iPhone,0,0,0,0,en,learn fake
973,trend where trend section,2022-05-14,Web3,Twitter Web App,0,0,1,0,en,trend where trend section
974,not occur tention buy appear rid plat,2022-05-14,"London, England",Twitter for Android,0,0,0,0,en,not occur tention buy appear rid plat
975,,2022-05-14,,Twitter for iPhone,0,0,0,0,en,
976,scenario build platform disrespect deal could ban l,2022-05-14,"Lima, Peru",Twitter for iPhone,0,0,0,0,en,scenario build platform disrespect deal could ban l
977,start class action lawsuit bot,2022-05-14,,Twitter for iPhone,0,0,0,0,en,start class action lawsuit bot
978,agre think cut loss point time putt,2022-05-14,,Twitter for iPhone,1,0,2,0,en,agre think cut loss point time putt
979,hold macro sigh dont ge,2022-05-14,,Twitter for iPhone,1,0,1,0,en,hold macro sigh dont ge
980,stock chart,2022-05-14,Vancouver,Twitter for Android,0,0,0,0,en,stock chart
982,new toy,2022-05-14,,Twitter for Android,0,0,0,0,en,new toy
983,,2022-05-14,,Twitter for Android,0,0,1,0,en,
985,buy dip yet not get deal need,2022-05-14,,Twitter for iPad,1,0,0,0,en,buy dip yet not get deal need
986,due public file true,2022-05-14,,Twitter for iPhone,0,0,0,0,en,due public file true
987,mention last hour via,2022-05-14,,topstonks,0,0,0,0,en,mention last hour via
988,cancel deal break news,2022-05-14,"Yn Lloegr, UK.",Twitter Web App,0,0,0,0,en,cancel deal break news
990,prefer work disappear chop,2022-05-14,"Dubai, United Arab Emirates",Twitter for iPhone,0,0,0,0,en,prefer work disappear chop
991,prefer work disappear chop,2022-05-14,"Manchester, England",Twitter for iPhone,1,0,0,1,en,prefer work disappear chop
994,test week stock week tri dissect event trade level,2022-05-14,,Twitter for Android,0,0,0,0,en,test week stock week tri dissect event trade level
995,new invest chart,2022-05-14,"Antwerp, Belgium",TradingView,0,0,0,0,en,new invest chart
997,,2022-05-14,Yorkmont VTork,Twitter Web App,0,1,0,0,en,
998,need look account deal done,2022-05-14,USA,Twitter Web App,0,0,0,0,en,need look account deal done
999,final today fake account great,2022-05-14,USA,Twitter Web App,0,0,0,0,en,final today fake account great
1000,bot use like danger kind day like,2022-05-14,,Twitter for iPhone,2,0,0,0,en,bot use like danger kind day like
1001,push deal horizon move late,2022-05-14,"Manhattan, NY",Twitter for iPhone,0,0,0,0,en,push deal horizon move late
1003,buy long call start look longer date contract premium shoot roof,2022-05-14,"Manhattan, NY",Twitter for iPhone,0,0,0,0,en,buy long call start look longer date contract premium shoot roof
1004,move sec late file sec past ownership,2022-05-14,"Manhattan, NY",Twitter for iPhone,0,0,1,0,en,move sec late file sec past ownership
1005,,2022-05-14,bursa,Twitter Web App,0,0,0,0,en,
1006,see chatter last hour via,2022-05-14,,topstonks,0,0,0,0,en,see chatter last hour via
1007,,2022-05-14,,Twitter for iPhone,0,0,0,0,en,
1008,question user count,2022-05-14,Treaty 6 territory (she/her),Twitter for iPhone,0,0,0,0,en,question user count
1010,wonder much tank use sell share think,2022-05-14,,Twitter for Android,0,0,0,0,en,wonder much tank use sell share think
1011,wonder much tank use sell share think,2022-05-14,,Twitter for iPhone,5,0,1,1,en,wonder much tank use sell share think
1012,musk confess not like much remind egotist client could,2022-05-14,"ÜT: -5.4527371,105.2577008",Twitter Web App,0,0,0,0,en,musk confess not like much remind egotist client could
1015,support price aint aint defend,2022-05-14,,Twitter Web App,0,0,0,0,en,support price aint aint defend
1017,via doge,2022-05-14,USA,Twitter Web App,1,1,2,0,en,via doge
1018,billion buy put hold twitter share,2022-05-14,online,Twitter Web App,1,0,1,1,en,billion buy put hold twitter share
1019,merger agreement contain would allow buyer back file,2022-05-14,,Twitter for iPhone,0,0,1,0,en,merger agreement contain would allow buyer back file
1020,section contract state contract must make best effort,2022-05-14,,Twitter for iPhone,0,0,1,0,en,section contract state contract must make best effort
1022,,2022-05-14,London,Twitter Web App,0,0,0,0,en,
1023,top analyst price target today,2022-05-14,,Twitter Web App,0,0,0,0,en,top analyst price target today
1025,taunt stage know far higher way,2022-05-14,Sankt Veit an der Glan,Twitter for iPhone,0,0,0,0,en,taunt stage know far higher way
1026,target hit st revers target move toward,2022-05-14,"Durango, CO",Twitter for iPhone,2,0,1,0,en,target hit st revers target move toward
1027,test week stock week tri dissect event trade lev,2022-05-14,,Twitter Web App,0,0,0,1,en,test week stock week tri dissect event trade lev
1030,wonder big class action major firm find multimillion dollar b,2022-05-15,"San Francisco, CA☮",Twitter Web App,0,0,0,0,en,wonder big class action major firm find multimillion dollar b
1031,interest invest today cannot trade platform,2022-05-15,,Twitter for iPhone,0,0,0,0,en,interest invest today cannot trade platform
1032,interest invest today cannot trade p,2022-05-15,Luxembourg,Twitter Web App,0,0,1,1,en,interest invest today cannot trade p
1033,trend would get fake,2022-05-15,,Twitter Web App,2,0,1,0,en,trend would get fake
1034,trend would get,2022-05-15,,Twitter Web App,0,0,0,0,en,trend would get
1035,trend would get,2022-05-15,,Twitter Web App,4,0,0,1,en,trend would get
1036,trend would get fake not,2022-05-15,,Twitter Web App,1,0,0,0,en,trend would get fake not
1038,trend would get,2022-05-15,,Twitter Web App,1,0,0,0,en,trend would get
1039,trend would get,2022-05-15,,Twitter Web App,0,0,0,0,en,trend would get
1040,trap playpen fake area,2022-05-15,"Sarasota, FL",Twitter Web App,0,0,0,0,en,trap playpen fake area
1043,stock forecast last call share via,2022-05-15,planetpunk.crypto send 🪙,Twitter for Android,0,0,0,0,en,stock forecast last call share via
1044,stock forecast last call share via,2022-05-15,New York Stock Exchange ,Twitter Web App,4,0,0,3,en,stock forecast last call share via
1045,current remark intern good reason think,2022-05-15,Slovakia,Twitter Web App,0,0,0,0,en,current remark intern good reason think
1046,current remark intern good reason,2022-05-15,Slovakia,Twitter Web App,0,0,0,1,en,current remark intern good reason
1048,stupid think strategi market,2022-05-15,"Lima, Peru",Twitter for iPhone,1,0,0,0,en,stupid think strategi market
1050,say legal team told,2022-05-15,"Hubbard, OH",Twitter for iPhone,1,1,0,1,en,say legal team told
1052,ban not respect deal tank,2022-05-15,"Lima, Peru",Twitter for iPhone,1,0,0,0,en,ban not respect deal tank
1054,yahoo comment raw data sentiment label,2022-05-15,,Twitter Web App,0,0,0,0,en,yahoo comment raw data sentiment label
1055,free speech question would wish pay stock current,2022-05-15,"Borsetshire, England, UK",Twitter for iPhone,1,0,0,0,en,free speech question would wish pay stock current
1056,free learn thank account like,2022-05-15,Currently all ard Perth & Sydn,Twitter Web App,23,0,3,0,en,free learn thank account like
1057,would interest not see mani account also number,2022-05-15,London,Twitter Web App,0,0,0,0,en,would interest not see mani account also number
1058,trade idea chart,2022-05-15,Germany,TradingView,4,0,0,0,en,trade idea chart
1059,go audit along bot play fix thing right place ne,2022-05-15,,Twitter for Android,0,0,0,0,en,go audit along bot play fix thing right place ne
1060,price drop,2022-05-15,United Kingdom,Twitter for Android,3,0,0,0,en,price drop
1061,first mani,2022-05-15,,Twitter for iPhone,0,0,0,0,en,first mani
1063,,2022-05-15,outta space,Twitter Web App,0,0,0,0,en,
1064,x game,2022-05-15,"Bangkok, Thailand",Twitter for iPhone,0,0,0,0,en,x game
1065,fake account bot think get buy less,2022-05-15,United States,Twitter for iPhone,0,0,0,0,en,fake account bot think get buy less
1066,fake account bot think get buy,2022-05-15,"Georgia, USA",Twitter Web App,2,0,0,1,en,fake account bot think get buy
1067,well class soon want know work want,2022-05-15,everywhere,Twitter Web App,0,0,1,0,en,well class soon want know work want
1069,valor follow social,2022-05-15,,Twitter for Android,0,0,0,0,en,valor follow social
1070,look follow moot,2022-05-15,,Twitter for Android,0,0,0,0,en,look follow moot
1072,kind deal make democrat buy car,2022-05-15,,Twitter for Android,1,0,0,0,en,kind deal make democrat buy car
1073,saw come,2022-05-15,Georgia,Twitter for iPhone,0,0,0,0,en,saw come
1075,let move call day piss enough final go,2022-05-16,"San Francisco, CA",Twitter for iPhone,2,0,1,0,en,let move call day piss enough final go
1076,go buy,2022-05-16,,Twitter for Android,0,0,0,0,en,go buy
1077,not sure plan make along get price,2022-05-16,"Boulder, CO",Twitter for iPhone,0,0,0,0,en,not sure plan make along get price
1078,open open,2022-05-16,"Houston, TX",Twitter for Android,0,0,0,0,en,open open
1079,better model current model open open,2022-05-16,"Houston, TX",Twitter for Android,0,0,0,0,en,better model current model open open
1081,code what,2022-05-16,USA,Twitter Web App,4,0,0,0,en,code what
1082,tin comic book publish,2022-05-16,"Vancouver, BC",Twitter Web App,1,0,0,1,en,tin comic book publish
1083,fallen seven straight day bearish,2022-05-16,Earth,Buffer,1,0,0,0,en,fallen seven straight day bearish
1084,mention last day via,2022-05-16,,topstonks,0,0,0,0,en,mention last day via
1087,staff two support job make support current,2022-05-16,Slovakia,Twitter Web App,0,0,0,0,en,staff two support job make support current
1088,call broker talk money pension fund guy ask,2022-05-16,,Twitter for Android,0,0,0,0,en,call broker talk money pension fund guy ask
1091,day stock tank want,2022-05-16,,Twitter Web App,1,0,0,0,en,day stock tank want
1093,either way solicit viewer reach sell,2022-05-16,U.S.A. ,Twitter for iPhone,0,0,0,0,en,either way solicit viewer reach sell
1098,feed latest home tweet,2022-05-16,UK,Twitter for iPhone,1,0,0,0,en,feed latest home tweet
1100,turn coin get speak,2022-05-16,UK,Twitter for iPhone,5,1,1,1,en,turn coin get speak
1101,dear enough stop close short much wait go,2022-05-16,München,Twitter Web App,0,0,1,0,en,dear enough stop close short much wait go
1102,minnow pond swim piranha watch invest,2022-05-16,upstate NY,Twitter for iPhone,0,0,0,0,en,minnow pond swim piranha watch invest
1103,share think buy,2022-05-16,"London, England",Twitter for iPhone,6,0,2,0,en,share think buy
1104,destroy,2022-05-16,"Florida,  USA ",Twitter for iPhone,3,0,1,0,en,destroy
1105,,2022-05-16,VIGO - España,Twitter Web App,2,0,0,0,en,
1108,,2022-05-16,The Moon,Twitter for Android,0,0,0,0,en,
1109,well took corrupt teach us use sad,2022-05-16,"Squamish, British Columbia",Twitter Web App,3,0,0,0,en,well took corrupt teach us use sad
1110,look like got game kill,2022-05-16,"New Jersey, USA",Twitter for iPhone,0,0,0,0,en,look like got game kill
1111,buy market,2022-05-16,Moon 🌙,Twitter for Android,0,0,0,0,en,buy market
1113,hand right lean account target skew algorithm without,2022-05-16,"Ghaziabad, India",Twitter for Android,0,0,0,0,en,hand right lean account target skew algorithm without
1114,hand right lean account target skew algorithm without,2022-05-16,"Ghaziabad, India",Twitter for Android,1,0,0,1,en,hand right lean account target skew algorithm without
1115,sky dive,2022-05-16,,Twitter Web App,0,0,0,0,en,sky dive
1117,ask valid ask rhetor attempt,2022-05-16,Australia,Twitter Web App,2,0,0,0,en,ask valid ask rhetor attempt
1118,hey watch price action still seem like good idea pay,2022-05-16,"Borsetshire, England, UK",Twitter Web App,0,0,0,0,en,hey watch price action still seem like good idea pay
1119,,2022-05-16,Jesolo,Twitter Web App,0,0,0,0,en,
1121,musk deal teeter offer near market doesnt,2022-05-16,Under cover of darkness.,Twitter Web App,0,0,0,0,en,musk deal teeter offer near market doesnt
1122,place buy order place second buy hit bit,2022-05-16,Tel Aviv,Twitter for iPhone,0,0,1,0,en,place buy order place second buy hit bit
1123,let talk squander billion push,2022-05-16,,Twitter Web App,0,0,0,0,en,let talk squander billion push
